trial_id,query_track_id,candidate_a_id,candidate_b_id,trial_kind,slice,canonical_label,label_status,raw_judgment_count,primary_eligible,exclusion_reason,excerpt_strategy,laion_clap_sim_a,laion_clap_sim_b,laion_clap_analysis_key,mert_5120_sim_a,mert_5120_sim_b,mert_5120_analysis_key,chroma_global_cos_sim_a,chroma_global_cos_sim_b,chroma_dtw_sim_sim_a,chroma_dtw_sim_sim_b,transposition_best_cos_sim_a,transposition_best_cos_sim_b,onset_cos_fixed_sim_a,onset_cos_fixed_sim_b,onset_dtw_sim_sim_a,onset_dtw_sim_sim_b,tempogram_cos_sim_a,tempogram_cos_sim_b,timbre_cos_sim_a,timbre_cos_sim_b,merit_melody_cos_sim_a,merit_melody_cos_sim_b,merit_rhythm_cos_sim_a,merit_rhythm_cos_sim_b,merit_timbre_cos_sim_a,merit_timbre_cos_sim_b,log_tempo_ratio_sim_a,log_tempo_ratio_sim_b,feature_cache_key_q,feature_cache_key_a,feature_cache_key_b
62450:H1,62450,62448,75925,disagree:laion_clap_vs_mert_5120,direct_disagreement,A,CANONICAL,1,True,,center5_v1,0.8583012146,0.4138328072,b0fee4bc6fd340e4,0.9339413156,0.9643900327,8069b221c47dd7c0,0.6932566881,0.7692050476,0.008488019504,0.008298281652,0.8216821851,0.9559935702,1,1,0.6478795473,0.6409134846,0.9068624918,0.9344251992,0.9527292285,0.7144909037,0.311632696,0.4025534785,0.3637510068,0.2988421215,0.7935980091,-0.4825190487,-0.03509131981,-0.2876820725,ea70985a66936d70a62d63d32528ba4c456ad56507132aedddfe72faceb66a3c,0a12fde4b520a4beb9cff40baa27527c90eb7205bfc8ee17ac773dc1ee7351b3,9eb97e23fdc2258fe37e05358c0719bb9083e258091fccc469bfb15136d4ef78
62450:H2,62450,38783,62448,disagree:laion_clap_vs_mert_generic,direct_disagreement,B,CANONICAL,1,True,,center5_v1,0.5049159168,0.8583012146,b0fee4bc6fd340e4,0.959121848,0.9339413156,8069b221c47dd7c0,0.8724788739,0.6932566881,0.0104039754,0.008488019504,0.8724788739,0.8216821851,1,1,0.6623895313,0.6478795473,0.9266206271,0.9068624918,0.880001619,0.9527292285,0.5115182174,0.311632696,0.2813140189,0.3637510068,-0.2409145958,0.7935980091,-0.2411620568,-0.03509131981,ea70985a66936d70a62d63d32528ba4c456ad56507132aedddfe72faceb66a3c,eca8a4c92909664eec0aa92a54e410cb6fd9597b6d6e0835f45b901edf9c2af3,0a12fde4b520a4beb9cff40baa27527c90eb7205bfc8ee17ac773dc1ee7351b3
62450:H3,62450,62448,11019,disagree:laion_clap_vs_muq_mulan_large,direct_disagreement,A,CANONICAL,1,True,,center5_v1,0.8583012146,0.5047351738,b0fee4bc6fd340e4,0.9339413156,0.9044674724,8069b221c47dd7c0,0.6932566881,0.4285224142,0.008488019504,0.007306801992,0.8216821851,0.8647943297,1,0.9960317304,0.6478795473,0.6085833561,0.9068624918,0.9784320857,0.9527292285,0.8786721537,0.311632696,0.255376677,0.3637510068,0.5961373142,0.7935980091,0.2204882716,-0.03509131981,-0.387765531,ea70985a66936d70a62d63d32528ba4c456ad56507132aedddfe72faceb66a3c,0a12fde4b520a4beb9cff40baa27527c90eb7205bfc8ee17ac773dc1ee7351b3,69e3289fffd68c29d54b60a65b7d426ff8ca1267d8f5ab5a6ce952ff77bbb638
62450:H4,62450,38783,75925,disagree:mert_5120_vs_mert_generic,direct_disagreement,A,CANONICAL,1,True,,center5_v1,0.5049159168,0.4138328072,b0fee4bc6fd340e4,0.959121848,0.9643900327,8069b221c47dd7c0,0.8724788739,0.7692050476,0.0104039754,0.008298281652,0.8724788739,0.9559935702,1,1,0.6623895313,0.6409134846,0.9266206271,0.9344251992,0.880001619,0.7144909037,0.5115182174,0.4025534785,0.2813140189,0.2988421215,-0.2409145958,-0.4825190487,-0.2411620568,-0.2876820725,ea70985a66936d70a62d63d32528ba4c456ad56507132aedddfe72faceb66a3c,eca8a4c92909664eec0aa92a54e410cb6fd9597b6d6e0835f45b901edf9c2af3,9eb97e23fdc2258fe37e05358c0719bb9083e258091fccc469bfb15136d4ef78
62450:H5,62450,11019,75925,disagree:mert_5120_vs_muq_mulan_large,direct_disagreement,A,CANONICAL,1,True,,center5_v1,0.5047351738,0.4138328072,b0fee4bc6fd340e4,0.9044674724,0.9643900327,8069b221c47dd7c0,0.4285224142,0.7692050476,0.007306801992,0.008298281652,0.8647943297,0.9559935702,0.9960317304,1,0.6085833561,0.6409134846,0.9784320857,0.9344251992,0.8786721537,0.7144909037,0.255376677,0.4025534785,0.5961373142,0.2988421215,0.2204882716,-0.4825190487,-0.387765531,-0.2876820725,ea70985a66936d70a62d63d32528ba4c456ad56507132aedddfe72faceb66a3c,69e3289fffd68c29d54b60a65b7d426ff8ca1267d8f5ab5a6ce952ff77bbb638,9eb97e23fdc2258fe37e05358c0719bb9083e258091fccc469bfb15136d4ef78
62450:H6,62450,11019,38783,disagree:mert_generic_vs_muq_mulan_large,direct_disagreement,A,CANONICAL,1,True,,center5_v1,0.5047351738,0.5049159168,b0fee4bc6fd340e4,0.9044674724,0.959121848,8069b221c47dd7c0,0.4285224142,0.8724788739,0.007306801992,0.0104039754,0.8647943297,0.8724788739,0.9960317304,1,0.6085833561,0.6623895313,0.9784320857,0.9266206271,0.8786721537,0.880001619,0.255376677,0.5115182174,0.5961373142,0.2813140189,0.2204882716,-0.2409145958,-0.387765531,-0.2411620568,ea70985a66936d70a62d63d32528ba4c456ad56507132aedddfe72faceb66a3c,69e3289fffd68c29d54b60a65b7d426ff8ca1267d8f5ab5a6ce952ff77bbb638,eca8a4c92909664eec0aa92a54e410cb6fd9597b6d6e0835f45b901edf9c2af3
62450:H7,62450,69762,81083,competitive_rank2,competitive_rank2,A,CANONICAL,1,True,,center5_v1,0.82570003,0.7017314189,b0fee4bc6fd340e4,0.9416185254,0.9638608275,8069b221c47dd7c0,0.5478034679,0.7791679798,0.007721506401,0.008349689982,0.872996107,0.8699175982,1,0.9980178375,0.6663136234,0.6285193983,0.9324133858,0.8542915558,0.9375319262,0.9170865551,0.3333234179,0.3760934381,0.2217538928,0.4180465651,-0.3266401757,0.4247961093,-0.1967102942,-0,ea70985a66936d70a62d63d32528ba4c456ad56507132aedddfe72faceb66a3c,d45f3be967d4102847d446089e7e141806618c923733125549a0944233c98e4b,ce299070f4fef8aa6659d89f7ef2d1aaf72b649788e75c46e7573f7e229c36c6
62450:H8,62450,75925,81083,competitive_rank2,competitive_rank2,B,CANONICAL,1,True,,center5_v1,0.4138328072,0.7017314189,b0fee4bc6fd340e4,0.9643900327,0.9638608275,8069b221c47dd7c0,0.7692050476,0.7791679798,0.008298281652,0.008349689982,0.9559935702,0.8699175982,1,0.9980178375,0.6409134846,0.6285193983,0.9344251992,0.8542915558,0.7144909037,0.9170865551,0.4025534785,0.3760934381,0.2988421215,0.4180465651,-0.4825190487,0.4247961093,-0.2876820725,-0,ea70985a66936d70a62d63d32528ba4c456ad56507132aedddfe72faceb66a3c,9eb97e23fdc2258fe37e05358c0719bb9083e258091fccc469bfb15136d4ef78,ce299070f4fef8aa6659d89f7ef2d1aaf72b649788e75c46e7573f7e229c36c6
64567:H1,64567,86441,111389,disagree:mert_5120_vs_mert_generic,direct_disagreement,B,CANONICAL,1,True,,center5_v1,0.4458758546,0.7698103807,b0fee4bc6fd340e4,0.9635769022,0.9736561648,8069b221c47dd7c0,0.9249754611,0.9402066369,0.01374422372,0.01386835417,0.9658013688,0.9675499634,1,1,0.7019896193,0.6950747378,0.9977212099,0.9929754197,0.9264125819,0.9655057953,0.2326909172,0.5967747935,0.4523677734,0.4617382097,0.7112200789,0.6881469125,-0.1053605157,-0.1381503385,80e8d09433a5d7931877a46da847b79100164f4c5a1a08a178f1faec3426ae80,e2a6bdef1f8d56d02944553f24b5c2055686c62a9a67c090b31fdf2f5b719eeb,6f6cb9856aaf281dbb9350f25cc3b515ef8145eb279f0d66a26814f9ed9bf77b
64567:H2,64567,86443,110410,competitive_rank2,competitive_rank2,B,CANONICAL,1,True,,center5_v1,0.4917798666,0.8568836483,b0fee4bc6fd340e4,0.9732045643,0.9589951484,8069b221c47dd7c0,0.9344779798,0.8060146785,0.01346375736,0.01056993594,0.9344779798,0.9334411216,1,1,0.6983296558,0.7066948821,0.9988266228,0.9989215013,0.9325170659,0.918691637,0.3787715616,0.1719266644,0.222596759,0.05200436056,0.6521260288,0.861215095,-0.03774032798,-0.03636764417,80e8d09433a5d7931877a46da847b79100164f4c5a1a08a178f1faec3426ae80,0c32508716aa0ea8fd8e880fb4c5eb17c1d26d51400ea1ca8ed00f702131e648,ac46dff9aec332a8f40b30d4c8d3848d636d7c24bb393ef313b1efbd33963ee4
68840:H1,68840,68841,68838,disagree:laion_clap_vs_mert_5120,direct_disagreement,Tie,CANONICAL,1,False,TIE,center5_v1,0.8396216855,0.9183974429,b0fee4bc6fd340e4,0.9903116093,0.9855234591,8069b221c47dd7c0,0.9887228274,0.978428266,0.01600620827,0.01395885844,0.9887228274,0.978428266,0.9980178375,1,0.6627689543,0.6611754774,0.9769797868,0.9787376098,0.9972529696,0.9803393025,0.9390496174,0.8765268718,0.6804261115,0.5911945677,0.9880096161,0.9842772394,-0.1431008436,-0.1823215568,6017ac83dec9cbc325ea3341f0073068d67654e7de8d444943fbc33b27dd04e5,255271adee73b27210147e08d71b5b07391e0134619753ede0839e746df73d40,8f80fae451786b1f3679e85d11cc50579bfe9f6c65055ee46c363475a5a50ef6
68840:H2,68840,68838,68843,competitive_rank2,competitive_rank2,A,CANONICAL,1,True,,center5_v1,0.9183974429,0.8865150192,b0fee4bc6fd340e4,0.9855234591,0.9640994687,8069b221c47dd7c0,0.978428266,0.6827605493,0.01395885844,0.009192249775,0.978428266,0.9797648559,1,1,0.6611754774,0.6565751256,0.9787376098,0.9662723045,0.9803393025,0.9854419859,0.8765268718,0.2220682158,0.5911945677,0.3573130602,0.9842772394,0.9543021431,-0.1823215568,-0.2231435513,6017ac83dec9cbc325ea3341f0073068d67654e7de8d444943fbc33b27dd04e5,8f80fae451786b1f3679e85d11cc50579bfe9f6c65055ee46c363475a5a50ef6,340c89134bf953d5c2ede1ec258a0917116fb6167075d08953d8f0b4c9d09995
68840:H3,68840,68839,68838,competitive_rank2,competitive_rank2,Tie,CANONICAL,1,False,TIE,center5_v1,0.848328352,0.9183974429,b0fee4bc6fd340e4,0.9840575431,0.9855234591,8069b221c47dd7c0,0.9453759053,0.978428266,0.01134361355,0.01395885844,0.9453759053,0.978428266,1,1,0.6601871024,0.6611754774,0.9705183236,0.9787376098,0.9883646597,0.9803393025,0.7648491306,0.8765268718,0.9029515909,0.5911945677,0.989850208,0.9842772394,-0.6931471806,-0.1823215568,6017ac83dec9cbc325ea3341f0073068d67654e7de8d444943fbc33b27dd04e5,71b737f019b8a52ade8a2fe61b932370a075fd2024c144c1083d3463eadf970d,8f80fae451786b1f3679e85d11cc50579bfe9f6c65055ee46c363475a5a50ef6
68840:H4,68840,98251,68838,anchor_negative,anchor_negative,B,CANONICAL,1,False,,center5_v1,0.4012876272,0.9183974429,b0fee4bc6fd340e4,0.8337473442,0.9855234591,8069b221c47dd7c0,0.7514440636,0.978428266,0.00978827642,0.01395885844,0.9333636367,0.978428266,1,1,0.6887594101,0.6611754774,0.9823151037,0.9787376098,0.3774510565,0.9803393025,0.3147365111,0.8765268718,0.02983332987,0.5911945677,0.8506110081,0.9842772394,-0.1053605157,-0.1823215568,6017ac83dec9cbc325ea3341f0073068d67654e7de8d444943fbc33b27dd04e5,ba215bbce09386b67585931c8c0e3dad8de823b8db87e5a39235ecb9d0f7dcf3,8f80fae451786b1f3679e85d11cc50579bfe9f6c65055ee46c363475a5a50ef6
68844:H1,68844,148187,71884,anchor_negative,anchor_negative,A,CANONICAL,1,False,,center5_v1,0.8240716385,0.5529529732,b0fee4bc6fd340e4,0.9290829075,0.911276788,8069b221c47dd7c0,0.7913212953,0.7370313762,0.008662242511,0.008918853965,0.9515721255,0.8778778826,0.9980178375,1,0.6766585958,0.6689700787,0.9928685201,0.9853148587,0.9233385545,0.8567117162,0.3026406765,0.2998075774,0.8199921861,0.729214948,0.680364406,-0.1100440568,-0.1177830357,-0.3001045925,4ab28035633b62ff5f15928f1d399f8e83e6c18cb85104bcd3451088374e664e,ad16a96c4397a3fb31b5fb67bc157cc56e35b9b785ddbe1a8fa50a68fd5f7c56,4c1a005d6d081c82233c5ca4ca34d47701cd025a964b443ea06dca494d6ef680
75317:H1,75317,107613,104063,disagree:laion_clap_vs_mert_5120,direct_disagreement,B,CANONICAL,1,True,,center5_v1,0.5184208247,0.8069690554,b0fee4bc6fd340e4,0.9663186265,0.9453136127,8069b221c47dd7c0,0.8902532016,0.9261532411,0.01032344431,0.01134640721,0.9153458867,0.9455123598,0.9980178375,1,0.6272431402,0.6616732937,0.9802578576,0.9346003023,0.9773505619,0.9391699546,0.5220054365,0.6304901248,0.3119548949,0.620681485,0.551651205,-0.1352013576,-0,-0.1397619424,58e2be8335a3176a7d84e71faaefb344dc21edf56d4fb42ce919457b7b65d3df,c0c21fe82add340547bb2f602654d6bdbc83b1099179bc7eb9a6403ef3b09827,5b50712599652bb5e4c1fe5aacb13e1a7b80792af2ecda7330b35267288bc792
75317:H2,75317,104063,43599,disagree:laion_clap_vs_mert_generic,direct_disagreement,A,CANONICAL,1,True,,center5_v1,0.8069690554,0.3171030132,b0fee4bc6fd340e4,0.9453136127,0.9536120872,8069b221c47dd7c0,0.9261532411,0.8066744752,0.01134640721,0.01017317957,0.9455123598,0.8718693417,1,1,0.6616732937,0.6547143902,0.9346003023,0.9298028094,0.9391699546,0.9675505408,0.6304901248,0.7360766067,0.620681485,0.6109360831,-0.1352013576,0.7505669494,-0.1397619424,-0.3629054937,58e2be8335a3176a7d84e71faaefb344dc21edf56d4fb42ce919457b7b65d3df,5b50712599652bb5e4c1fe5aacb13e1a7b80792af2ecda7330b35267288bc792,a48fc796dfbe0a53b9754c111c503fb65e044bbb17bd440db85f32779a97dad6
75317:H3,75317,107613,43599,disagree:mert_5120_vs_mert_generic,direct_disagreement,A,CANONICAL,1,True,,center5_v1,0.5184208247,0.3171030132,b0fee4bc6fd340e4,0.9663186265,0.9536120872,8069b221c47dd7c0,0.8902532016,0.8066744752,0.01032344431,0.01017317957,0.9153458867,0.8718693417,0.9980178375,1,0.6272431402,0.6547143902,0.9802578576,0.9298028094,0.9773505619,0.9675505408,0.5220054365,0.7360766067,0.3119548949,0.6109360831,0.551651205,0.7505669494,-0,-0.3629054937,58e2be8335a3176a7d84e71faaefb344dc21edf56d4fb42ce919457b7b65d3df,c0c21fe82add340547bb2f602654d6bdbc83b1099179bc7eb9a6403ef3b09827,a48fc796dfbe0a53b9754c111c503fb65e044bbb17bd440db85f32779a97dad6
75317:H4,75317,83913,29816,competitive_rank2,competitive_rank2,B,CANONICAL,1,True,,center5_v1,0.4297168376,0.805761396,b0fee4bc6fd340e4,0.9662920409,0.923749679,8069b221c47dd7c0,0.912392288,0.9238935366,0.01035894137,0.0114063997,0.9298208434,0.9238935366,1,1,0.6685034569,0.6698734895,0.9653760168,0.9737003497,0.8864668827,0.9398620655,0.6571543762,0.7268366144,0.5409905902,0.3284681465,0.4384694922,-0.2285211473,-0.1910552368,-0.1603426501,58e2be8335a3176a7d84e71faaefb344dc21edf56d4fb42ce919457b7b65d3df,a9ef10dbe24ccfa19b05e8a98dd9515f7afd2953bdaba7d3889893b30d5271e4,c9652cd23744fdb9907972e970673c5057058cb021b42e3be64b476af69a13cf
75317:H5,75317,83913,54496,competitive_rank2,competitive_rank2,B,CANONICAL,1,True,,center5_v1,0.4297168376,0.4599126336,b0fee4bc6fd340e4,0.9662920409,0.9487077403,8069b221c47dd7c0,0.912392288,0.974526487,0.01035894137,0.01105925273,0.9298208434,0.974526487,1,1,0.6685034569,0.6939230237,0.9653760168,0.9809957658,0.8864668827,0.9612394581,0.6571543762,0.3938169802,0.5409905902,0.5996646983,0.4384694922,-0.1595276649,-0.1910552368,-0,58e2be8335a3176a7d84e71faaefb344dc21edf56d4fb42ce919457b7b65d3df,a9ef10dbe24ccfa19b05e8a98dd9515f7afd2953bdaba7d3889893b30d5271e4,84fca30947d7f1b99eb6331a89a09dd553ce175a772a41b182765f7278680aa5
75317:H6,75317,77564,104063,anchor_negative,anchor_negative,B,CANONICAL,1,False,,center5_v1,0.4227461644,0.8069690554,b0fee4bc6fd340e4,0.9289263352,0.9453136127,8069b221c47dd7c0,0.7955290136,0.9261532411,0.008540374912,0.01134640721,0.8382877525,0.9455123598,1,1,0.6520211424,0.6616732937,0.9623412089,0.9346003023,0.9119488174,0.9391699546,0.468513599,0.6304901248,0.05239969141,0.620681485,0.1102476951,-0.1352013576,-0.04255961442,-0.1397619424,58e2be8335a3176a7d84e71faaefb344dc21edf56d4fb42ce919457b7b65d3df,395804e9a40746f480860a72ee763b0f57de5ff2ba945ccf2a94bbd80030119b,5b50712599652bb5e4c1fe5aacb13e1a7b80792af2ecda7330b35267288bc792
84095:H1,84095,114391,73372,anchor_negative,anchor_negative,B,CANONICAL,1,False,,center5_v1,0.8608297074,0.6688036914,b0fee4bc6fd340e4,0.9540682171,0.9313154947,8069b221c47dd7c0,0.7833698009,0.8081263777,0.01065609026,0.01082084605,0.8680609104,0.8797674453,0.9920475875,1,0.631025227,0.6400414333,0.8373235511,0.9284245515,0.943389641,0.9050098133,0.6218733174,0.3896382695,0.1634871674,0.4873649245,0.8161657905,-0.4295386175,-0.4700036292,-0.2076393648,0747f099ab85e275ab83c24acb696c3f797a3b80c3bca53bcb83af111c7d9158,d0b11e45582d9897239c996dfc0e79a20a482cfb786ef4b2cc71377e18f9d4f9,6cd577cf97f8b37b87d232be0ffecca8f55334445138216f20126e323bbcb1da
87190:H1,87190,127184,40240,disagree:laion_clap_vs_mert_5120,direct_disagreement,A,CANONICAL,1,True,,center5_v1,0.8070896214,0.8413280392,b0fee4bc6fd340e4,0.9803763326,0.9689801228,8069b221c47dd7c0,0.93436626,0.817379178,0.01286068922,0.01172510375,0.9705783087,0.817379178,1,1,0.6412032835,0.6472174233,0.9588209891,0.9660981866,0.9619600218,0.9163643539,0.6760530865,0.5388165003,0.3827271626,0.419745165,0.8384263177,0.5776928533,-0.1278333715,-0.03922071315,efa2c44c26486300576fd04a23963b67c983bcf0f40ebadef309170781bf0aa0,6a1cb97de3c27957d2ced8b0f92b40394d95684235e56c9deef0813e1a420420,2eed5fab3776e89c2ac4f1a55c3c6d0622ad6072b2296dc524e82e791a2d4f22
87190:H2,87190,40240,35534,disagree:laion_clap_vs_mert_generic,direct_disagreement,Tie,CANONICAL,1,False,TIE,center5_v1,0.8413280392,0.5648047158,b0fee4bc6fd340e4,0.9689801228,0.9772562644,8069b221c47dd7c0,0.817379178,0.9382125675,0.01172510375,0.01305641629,0.817379178,0.9734591033,1,1,0.6472174233,0.6665933743,0.9660981866,0.9530639964,0.9163643539,0.9867940038,0.5388165003,0.4063770791,0.419745165,0.2053883477,0.5776928533,0.4124394602,-0.03922071315,-0.2744368457,efa2c44c26486300576fd04a23963b67c983bcf0f40ebadef309170781bf0aa0,2eed5fab3776e89c2ac4f1a55c3c6d0622ad6072b2296dc524e82e791a2d4f22,6172397278de5779a07cd6432dff55fd544ffa5cfff0994aede17853cf45eae0
87190:H3,87190,127184,35534,disagree:mert_5120_vs_mert_generic,direct_disagreement,B,CANONICAL,1,True,,center5_v1,0.8070896214,0.5648047158,b0fee4bc6fd340e4,0.9803763326,0.9772562644,8069b221c47dd7c0,0.93436626,0.9382125675,0.01286068922,0.01305641629,0.9705783087,0.9734591033,1,1,0.6412032835,0.6665933743,0.9588209891,0.9530639964,0.9619600218,0.9867940038,0.6760530865,0.4063770791,0.3827271626,0.2053883477,0.8384263177,0.4124394602,-0.1278333715,-0.2744368457,efa2c44c26486300576fd04a23963b67c983bcf0f40ebadef309170781bf0aa0,6a1cb97de3c27957d2ced8b0f92b40394d95684235e56c9deef0813e1a420420,6172397278de5779a07cd6432dff55fd544ffa5cfff0994aede17853cf45eae0
87190:H4,87190,127187,127278,competitive_rank2,competitive_rank2,B,CANONICAL,1,True,,center5_v1,0.8403001309,0.7625209963,b0fee4bc6fd340e4,0.9748864074,0.9799661815,8069b221c47dd7c0,0.9554190954,0.9181458024,0.0140721942,0.01228229097,0.9634602786,0.9684005524,1,1,0.634082495,0.6410230684,0.9613873978,0.9456676157,0.919061974,0.9724948945,0.6812049358,0.3699936702,0.5068653433,-0.009047247871,0.6912195986,0.6179782411,-0.08338160894,-0.07696104114,efa2c44c26486300576fd04a23963b67c983bcf0f40ebadef309170781bf0aa0,bb34c874f3795ad514d5455c10be9e0b349f8677f18277d3c73b5bd7a76cebb9,c2ad6e8551920c232d8539cf79312862bed8396c5e999c9f7350c5566a401973
87190:H5,87190,127278,127184,competitive_rank2,competitive_rank2,A,CANONICAL,1,True,,center5_v1,0.7625209963,0.8070896214,b0fee4bc6fd340e4,0.9799661815,0.9803763326,8069b221c47dd7c0,0.9181458024,0.93436626,0.01228229097,0.01286068922,0.9684005524,0.9705783087,1,1,0.6410230684,0.6412032835,0.9456676157,0.9588209891,0.9724948945,0.9619600218,0.3699936702,0.6760530865,-0.009047247871,0.3827271626,0.6179782411,0.8384263177,-0.07696104114,-0.1278333715,efa2c44c26486300576fd04a23963b67c983bcf0f40ebadef309170781bf0aa0,c2ad6e8551920c232d8539cf79312862bed8396c5e999c9f7350c5566a401973,6a1cb97de3c27957d2ced8b0f92b40394d95684235e56c9deef0813e1a420420
87190:H6,87190,625,40240,anchor_negative,anchor_negative,B,CANONICAL,1,False,,center5_v1,0.4513603897,0.8413280392,b0fee4bc6fd340e4,0.9406524526,0.9689801228,8069b221c47dd7c0,0.8237675729,0.817379178,0.01027371435,0.01172510375,0.8771796924,0.817379178,1,1,0.632682127,0.6472174233,0.9522584745,0.9660981866,0.7723857615,0.9163643539,0.3506301694,0.5388165003,0.1335448189,0.419745165,0.6163132878,0.5776928533,-0.1484200051,-0.03922071315,efa2c44c26486300576fd04a23963b67c983bcf0f40ebadef309170781bf0aa0,87348f74aa6f84ddf29acbadb3a34f3d1feb6a95b17df385386adffc9d2b97f3,2eed5fab3776e89c2ac4f1a55c3c6d0622ad6072b2296dc524e82e791a2d4f22
92885:H1,92885,121663,72927,disagree:laion_clap_vs_mert_5120,direct_disagreement,Tie,CANONICAL,1,False,TIE,center5_v1,0.8217445131,0.7912561798,b0fee4bc6fd340e4,0.916958971,0.9696195432,8069b221c47dd7c0,0.7322404651,0.8053399143,0.009644114017,0.01121617545,0.9637528468,0.9562873554,1,1,0.7482570645,0.7554784031,0.999899382,0.9989802001,0.9621269028,0.960758743,0.6902842489,0.4269741917,0.8513047193,0.8824920349,0.6420981031,0.7435127137,-0.08701137699,-0.1335313926,01bac2e6b65ea8f05f5b580e46bae4d338e919600c7994e66dd0fa15ebc09cdc,12f53b8b1ced0a700cbf2a307be24741efae5df49ae6565fca82d03828832b5b,0bfbefa1c207c780951517de3e0c836f818cd63e24361410cde3702514c7c479
92885:H2,92885,121663,125333,disagree:laion_clap_vs_mert_generic,direct_disagreement,Tie,CANONICAL,1,False,TIE,center5_v1,0.8217445131,0.4881787628,b0fee4bc6fd340e4,0.916958971,0.9636503267,8069b221c47dd7c0,0.7322404651,0.832330474,0.009644114017,0.01224457516,0.9637528468,0.9275446601,1,1,0.7482570645,0.7220788907,0.999899382,0.9958697467,0.9621269028,0.9705215377,0.6902842489,0.7881111226,0.8513047193,0.8054953209,0.6420981031,0.5837894171,-0.08701137699,-0.04255961442,01bac2e6b65ea8f05f5b580e46bae4d338e919600c7994e66dd0fa15ebc09cdc,12f53b8b1ced0a700cbf2a307be24741efae5df49ae6565fca82d03828832b5b,5d95d993945a18396d6425fb2bfa7bbf726fd94e8b393b084bff7b5f67805079
92885:H3,92885,125333,72927,disagree:mert_5120_vs_mert_generic,direct_disagreement,B,CANONICAL,1,True,,center5_v1,0.4881787628,0.7912561798,b0fee4bc6fd340e4,0.9636503267,0.9696195432,8069b221c47dd7c0,0.832330474,0.8053399143,0.01224457516,0.01121617545,0.9275446601,0.9562873554,1,1,0.7220788907,0.7554784031,0.9958697467,0.9989802001,0.9705215377,0.960758743,0.7881111226,0.4269741917,0.8054953209,0.8824920349,0.5837894171,0.7435127137,-0.04255961442,-0.1335313926,01bac2e6b65ea8f05f5b580e46bae4d338e919600c7994e66dd0fa15ebc09cdc,5d95d993945a18396d6425fb2bfa7bbf726fd94e8b393b084bff7b5f67805079,0bfbefa1c207c780951517de3e0c836f818cd63e24361410cde3702514c7c479
92885:H4,92885,68539,92886,competitive_rank2,competitive_rank2,B,CANONICAL,1,True,,center5_v1,0.3502609597,0.8205484636,b0fee4bc6fd340e4,0.969026099,0.9310573096,8069b221c47dd7c0,0.8931872761,0.8732602131,0.01303737037,0.01434204672,0.9256314237,0.8732602131,1,1,0.7852898573,0.7506673345,0.9998828635,0.9987422467,0.9790378108,0.9738184743,0.6106012597,0.6782482016,0.9672821804,0.7149212574,0.3394666068,0.4003671852,-0.04255961442,-0,01bac2e6b65ea8f05f5b580e46bae4d338e919600c7994e66dd0fa15ebc09cdc,dcdf1474c18e2ffa90840e466fefcb0b6c8520f2552a2d4125bb733098b44a24,f0add1a3c6d1f5e8fa48f175c49517a8d5a14eb12f2c89179ca027b88c5e8523
92885:H5,92885,68539,1702,competitive_rank2,competitive_rank2,B,CANONICAL,1,True,,center5_v1,0.3502609597,0.6308724282,b0fee4bc6fd340e4,0.969026099,0.9624528157,8069b221c47dd7c0,0.8931872761,0.9429775142,0.01303737037,0.01603157445,0.9256314237,0.9429775142,1,1,0.7852898573,0.717282524,0.9998828635,0.9917291206,0.9790378108,0.9697250148,0.6106012597,0.6608568275,0.9672821804,0.8257131869,0.3394666068,0.3374833352,-0.04255961442,-0.08701137699,01bac2e6b65ea8f05f5b580e46bae4d338e919600c7994e66dd0fa15ebc09cdc,dcdf1474c18e2ffa90840e466fefcb0b6c8520f2552a2d4125bb733098b44a24,4be40c4fcde5903982a50f7e6be7db552812bec8207606ccbf1316142375bbee
92885:H6,92885,708,121663,anchor_negative,anchor_negative,B,CANONICAL,1,False,,center5_v1,0.3684001038,0.8217445131,b0fee4bc6fd340e4,0.862198883,0.916958971,8069b221c47dd7c0,0.7980251815,0.7322404651,0.0103092409,0.009644114017,0.9552213775,0.9637528468,0.9950371902,1,0.6736374686,0.7482570645,0.9298286878,0.999899382,0.7210038751,0.9621269028,0.5084295714,0.6902842489,0.3945289189,0.8513047193,-0.04297430192,0.6420981031,-0.1177830357,-0.08701137699,01bac2e6b65ea8f05f5b580e46bae4d338e919600c7994e66dd0fa15ebc09cdc,f4862f21335e9877506b1bfe0babe0b458a220ca61e344730f5e85ef5c6cce9f,12f53b8b1ced0a700cbf2a307be24741efae5df49ae6565fca82d03828832b5b
94465:H1,94465,46840,124891,disagree:mert_5120_vs_mert_generic,direct_disagreement,A,CANONICAL,1,True,,center5_v1,0.4488332942,0.5378056376,b0fee4bc6fd340e4,0.9766333273,0.971931247,8069b221c47dd7c0,0.8888886113,0.8509327008,0.01062689377,0.009054609114,0.9469270811,0.9288287673,0.9980178375,0.9980178375,0.6497197222,0.6238012839,0.9307109557,0.9414382989,0.9682584402,0.9788295968,0.6453243381,0.2986311109,0.6247613775,0.3845360829,-0.3058247314,0.1878491734,-0.3646431136,-0.2162231085,c0661b021366b297b1c9a4ff338784e377278fd11a0034fe30c1ffc3b9353f7a,922054aeceba8d425b232edfc63f9901e03a47f4f24636b5e72f73825f29b641,36fa8c8626f1f4bcee6f405100d1ec5de24db4e13bb96b3dbd38ffd6fb0dda2b
